,pheno1
209,7.13715755528446
15,10.2611606629339
37,3.951113771068628
30,7.996638912108069
16,8.902752209167526
283,9.773397688690723
32,9.490837491452815
452,10.078974969875569
184,13.995112754614745
131,9.07682926854778
334,6.118311228239883
139,7.053133218393471
104,11.932128456152295
237,5.038278460536512
130,7.673675748937637
143,6.629699213774073
88,14.008252366640978
295,7.732488136309353
311,9.652699844450636
407,6.57562513901156
274,8.788776091439871
378,10.63875829115067
65,8.116520097135826
494,7.4317637930956275
47,11.235758518305282
411,9.482915971361711
68,7.398099383735783
162,13.64712918010656
447,10.320875727113108
188,8.88760959464131
413,10.98020729079344
337,6.033600668595602
35,8.713652978550627
409,9.123426357244
404,6.9141119414315
226,3.684879970324239
451,8.495858224856914
193,6.439030593567836
6,13.062288389776338
476,11.388333532836896
5,10.039116899818076
441,7.204945876433817
254,7.200580544376343
325,11.344981465421537
146,8.57071675480232
365,9.393720289642316
192,9.363702382746704
18,12.863490387274066
43,13.685388471965968
417,9.318428458727258
462,16.88088251161164
207,8.133237423624964
466,5.4165194185304575
172,14.2553059994124
96,4.756118248609528
49,14.613540621277942
305,7.527880283892645
126,7.856001749280452
231,7.421354137434357
1,12.654742999671992
340,7.624204208720106
204,8.795962109629723
56,14.537474372837377
82,15.7448270527097
422,8.862931736932286
71,9.291210870334972
178,11.16793541669174
405,9.955894022074355
51,14.164507633624265
61,10.954768055414291
496,9.75802757420225
44,15.353530098507996
155,10.069443025628814
244,3.5759972947234395
224,11.42774918665468
111,11.829067529154411
388,6.534412981161732
408,13.086774290574676
362,9.742973807051774
246,8.080892542008819
442,9.697997513743458
390,12.308795257060456
396,9.282274253077158
492,17.73020636970302
22,7.304675120587374
11,12.680294126329883
430,10.096272320710913
307,11.602304424572315
64,9.62895069666508
63,12.37075966999738
264,7.091403987497422
348,13.858858534527815
208,8.818361633588921
121,4.29134460343515
233,4.453064751712522
57,5.340804837108001
374,7.994348234163541
465,7.341920666637337
497,8.142517234724826
66,6.683600901707751
341,13.079709373820728
180,9.773014697693505
75,8.014484871520693
135,4.207026828125635
25,16.36431787557714
136,9.68382069747756
167,11.511508422915798
4,11.45693119502294
245,13.11513174402188
304,9.404888284765423
297,5.942761953012061
359,11.22188655549538
145,10.761628557885052
329,8.310972023568022
479,8.737320130938961
490,8.953171762248381
449,16.080442298286748
258,6.075739877240542
232,9.197273424887204
457,5.058069775446246
177,10.088774354425942
332,15.622814078688858
218,10.36961166370372
343,11.420599704937716
40,13.163728824123073
140,8.944147968512725
288,6.158182638569492
281,11.968270857179434
55,14.504682240330812
300,8.750098121468941
420,9.67147235942809
195,12.224085220371832
79,10.824811949600182
389,8.448719684960867
211,9.741906691861596
