,pheno2
117,8.863300500723337
350,6.901775153128828
328,12.846059531972744
961,17.66857786210042
689,11.078704547101776
536,7.386425964576978
480,13.897166587835883
149,9.339855120214745
360,12.89411693563675
701,15.974658801637824
966,5.330037159217443
45,7.868261789753199
228,8.518820945473962
88,12.321178984212969
250,5.808984828047543
657,6.812524030204124
270,12.871360495898235
379,16.914148059107035
964,7.097567598108324
555,6.475441221922425
628,11.019050270068732
488,15.83625362908207
96,11.22262701168622
264,4.661955373674384
90,8.2980172668803
152,4.19195330463426
215,9.77363648622396
875,5.101085029695638
810,6.732220043301117
982,10.811247767961582
516,9.44413730184591
334,15.832226776569492
79,15.724809623659874
775,6.7203276097448175
254,9.93809299312204
176,12.445427448066194
770,7.801909546987901
900,8.387249059381228
954,10.199106188375596
17,8.917095557741543
643,14.342613121582488
686,8.834233317038947
755,5.0863081969645245
475,14.945834528402957
696,15.37122624772299
175,15.706592562903063
766,10.618642276608831
51,6.763551297554807
971,4.853997699217161
791,9.498021958430586
860,9.741092576746809
584,12.521125508682967
282,6.364039976207673
225,11.25265047381304
189,6.291645329007148
631,7.482838570458525
807,11.899248144929755
359,10.842357567641765
27,9.794984544813
156,8.214824928838478
569,11.575205920974897
938,8.783190707872603
291,5.458616915368467
505,4.0090522288365324
872,6.437999564646082
487,14.796449840552228
639,9.158438704870322
640,6.896458214590768
265,6.545950264821007
891,7.394165256369873
479,5.296734655786409
442,8.61043803174887
513,11.222120239434602
635,13.457875228307657
474,13.918709829397953
146,8.20992260356478
322,10.673812868287277
351,10.718895805797423
36,7.338804057084813
987,12.989340080071075
271,6.257090717177737
665,8.608762391398162
983,9.675710806475
61,11.454005962592058
780,7.630467842162171
21,4.912172643947856
77,9.908115886929894
283,13.809882291474326
170,8.910510446734232
913,14.577274485120853
184,14.49096520787504
553,7.580828689548834
402,8.11263665485076
54,6.310809902980879
221,13.69335197328989
672,12.767810037048855
986,4.160358815937206
453,15.481426580310991
501,8.077217382534629
881,8.285328964451496
661,12.128272661146177
992,9.609711032830354
186,10.330293091477904
944,10.182866194077937
995,7.492189338368988
319,13.232444008167612
769,14.02272649903064
37,8.476321177782427
846,8.652838604921843
717,13.160751273526271
299,14.614011598382367
455,7.426405422445803
761,11.915824609442812
718,8.95701301558497
208,15.376092165495823
409,9.22326396299913
13,12.300538372550063
130,9.4215383895888
304,15.254090665351931
219,6.352176589740085
308,6.70314739696831
607,9.2081909635518
227,13.191229330565148
655,14.303715765396529
19,7.414704371382248
429,7.644887554132621
896,9.241110946357782
759,9.8069634968467
907,8.607786337697029
418,9.203766882500812
795,8.659629472307403
